1661330844915  ;250;-33.7349137;150.9334535
1661330854635  ;251;-33.7349137;150.9334578
1661330867741  ;250;-33.7349143;150.9334647
1661330886382  ;11;-33.7349193;150.933472
1661330898060  ;65;-33.7349187;150.9334585
1661330910967  ;19;-33.73492;150.9334553
1661330924269  ;18;-33.7349243;150.9334543
1661330939422  ;17;-33.7349293;150.9334467
1661330951508  ;17;-33.7349297;150.9334368
1661330966433  ;20;-33.7349267;150.9334368
1661330979971  ;13;-33.7349253;150.9334422
1661331000296  ;11;-33.7349243;150.9334435
1661331021588  ;104;-33.7349258;150.933447
1661331033477  ;85;-33.7349212;150.9334452
1661331046378  ;22;-33.7349208;150.9334405
1661331058053  ;14;-33.7349187;150.9334408
1661331069526  ;14;-33.7349152;150.933442
1661331079551  ;14;-33.7349153;150.9334398
1661331091636  ;14;-33.7349167;150.9334365
1661331106167  ;14;-33.7349197;150.9334342
1661331119080  ;16;-33.7349257;150.9334297
1661331138343  ;16;-33.7349267;150.9334295
1661331159234  ;16;-33.7349242;150.9334317
1661331173348  ;16;-33.7349218;150.9334313
1661331194855  ;16;-33.7349235;150.9334292
1661331206543  ;16;-33.734925;150.9334328
1661331219625  ;251;-33.734932;150.9334398
1661331239693  ;251;-33.734932;150.9334398
1661331253109  ;136;-33.734934;150.9334322
1661331262846  ;81;-33.7349308;150.9334658
1661331280262  ;83;-33.7349285;150.9334712
1661331292743  ;81;-33.7349263;150.9334682
1661331313442  ;82;-33.734924;150.93346
1661331331255  ;82;-33.734922;150.9334442
1661331345987  ;81;-33.7349235;150.9334348
1661331364428  ;81;-33.7349215;150.9334368
1661331376510  ;81;-33.7349225;150.9334487
1661331388593  ;81;-33.7349247;150.9334487
1661331400682  ;81;-33.7349297;150.9334473
1661331410505  ;81;-33.7349338;150.9334497
1661331426684  ;80;-33.7349372;150.9334493
1661331436517  ;81;-33.73494;150.9334477
1661331448602  ;81;-33.7349402;150.933444
1661331460714  ;81;-33.7349402;150.9334405
1661331472566  ;81;-33.7349393;150.933437
1661331482592  ;81;-33.7349413;150.9334325
1661331496720  ;81;-33.7349438;150.9334325
1661331508803  ;80;-33.7349465;150.9334383
1661331521094  ;81;-33.7349468;150.9334388
1661331534408  ;80;-33.7349423;150.9334392
1661331548940  ;80;-33.7349377;150.9334378
1661331563081  ;81;-33.7349343;150.9334345
1661331572504  ;80;-33.7349313;150.9334352
1661331587031  ;244;-33.7349347;150.9334397
1661331600351  ;77;-33.7349403;150.9334442
1661331612639  ;76;-33.7349282;150.933442
1661331626773  ;76;-33.7349265;150.9334417
1661331649086  ;77;-33.7349258;150.9334425
1661331660566  ;76;-33.7349258;150.9334388
1661331672844  ;76;-33.7349232;150.9334405
1661331685990  ;76;-33.7349215;150.9334368
1661331714220  ;76;-33.7349217;150.9334382
1661331727327  ;76;-33.7349303;150.9334538
1661331742062  ;76;-33.7349227;150.9334615
1661331755990  ;76;-33.734919;150.9334677
1661331766233  ;77;-33.7349177;150.9334702
1661331779550  ;76;-33.7349188;150.9334705
1661331809855  ;76;-33.7349203;150.9334635
1661331824195  ;76;-33.7349227;150.9334547
1661331843864  ;77;-33.734923;150.9334523
1661331858188  ;76;-33.7349197;150.9334487
1661331871108  ;76;-33.7349223;150.9334438
1661331913291  ;76;-33.7349237;150.9334427
1661331925571  ;76;-33.7349275;150.9334505
1661331937653  ;76;-33.734929;150.9334553
1661331949541  ;76;-33.7349275;150.933455
1661331959566  ;76;-33.734927;150.9334518
1661331972667  ;75;-33.7349285;150.9334473
1661331987005  ;75;-33.734929;150.9334423
1661332880793  ;76;-33.734928;150.9334445
1661332890492  ;20;-33.7349498;150.933438
1661332900492  ;21;-33.7349482;150.933445
1661332912727  ;107;-33.7349473;150.9334482
1661332924610  ;252;-33.7349545;150.9334487
1661332934664  ;84;-33.7349553;150.9334428
1661332946523  ;83;-33.7349528;150.9334458
1661332956566  ;12;-33.734955;150.933437
1661332968527  ;11;-33.7349535;150.9334397
1661332980471  ;9;-33.7349547;150.9334398
1661332991983  ;59;-33.7349543;150.9334403
1661333003649  ;45;-33.7349517;150.933442
1661333013756  ;34;-33.7349482;150.93344
1661333023514  ;33;-33.7349457;150.9334375
1661333033548  ;34;-33.7349422;150.933439
1661333045638  ;34;-33.7349387;150.9334402
1661333057723  ;145;-33.7349448;150.9334398
1661333069509  ;78;-33.7349482;150.9334388
1661333079611  ;77;-33.7349485;150.9334447
1661333091524  ;78;-33.7349472;150.9334482
1661333103596  ;78;-33.7349463;150.9334488
1661333113626  ;78;-33.7349438;150.9334485
1661333125470  ;78;-33.7349417;150.9334482
1661333135737  ;78;-33.7349392;150.9334467
1661333157325  ;78;-33.7349352;150.9334443
1661333168389  ;78;-33.7349345;150.9334492
1661333178488  ;78;-33.7349397;150.933454
1661333190239  ;78;-33.734946;150.933458
1661333200465  ;78;-33.7349493;150.9334635
1661333210728  ;78;-33.734957;150.9334648
1661333220527  ;78;-33.734964;150.9334618
1661333234425  ;78;-33.7349695;150.9334587
1661333246135  ;78;-33.7349737;150.9334555
1661333255525  ;2;-33.7349733;150.9334528
1661333267733  ;109;-33.7349778;150.9334543
1661333279562  ;6;-33.7349885;150.9334487
1661333291390  ;127;-33.7349895;150.9334537
1661333301833  ;145;-33.7349965;150.9334455
1661333311869  ;158;-33.7349967;150.9334393
1661333321698  ;143;-33.7350003;150.933433
1661333333587  ;9;-33.7350005;150.9334317
1661333348681  ;4;-33.7349965;150.9334277
1661333360648  ;4;-33.734995;150.9334255
1661333372517  ;0;-33.7349918;150.9334272
1661333382524  ;6;-33.7349688;150.9334335
1661333392560  ;4;-33.7349552;150.9334415
1661333405453  ;93;-33.7349413;150.9334477
1661333417740  ;93;-33.7349392;150.9334408
1661333429632  ;5;-33.7349382;150.9334412
